score_1;score_2;protein_name_1;protein_name_2;comments
1.0;0.0;P30556;Q99677;
1.0;0.0;P30559;Q99677;
1.0;0.0;P30968;Q99677;
1.0;0.0;P30989;Q99677;
1.0;0.0;P32238;Q99677;
1.0;0.0;P32239;Q99677;
1.0;0.0;P34981;Q99677;
1.0;0.0;P34995;Q99677;
1.0;0.0;P35367;Q99677;
1.0;0.0;P37288;Q99677;
1.0;0.0;P41180;Q99677;
1.0;0.0;P41231;Q99677;
1.0;0.0;P41594;Q99677;
1.0;0.0;P41595;Q99677;
1.0;0.0;P43088;Q99677;
1.0;0.0;P43657;Q99677;
1.0;0.0;P46093;Q99677;
1.0;0.0;P46094;Q99677;
1.0;0.0;P46663;Q99677;
1.0;0.0;P47871;Q99677;
1.0;0.0;P47900;Q99677;
1.0;0.0;P47901;Q99677;
1.0;0.0;P55085;Q99677;
1.0;0.0;Q13255;Q99677;
1.0;0.0;Q13304;Q99677;
1.0;0.0;Q15077;Q99677;
1.0;0.0;Q15722;Q99677;
1.0;0.0;Q15743;Q99677;
1.0;0.0;Q5T6X5;Q99677;
1.0;0.0;Q6W5P4;Q99677;
1.0;0.0;Q8IYL9;Q99677;
1.0;0.0;Q8NFJ6;Q99677;
1.0;0.0;Q8TCW9;Q99677;
1.0;0.0;Q92633;Q99677;
1.0;0.0;Q92847;Q99677;
1.0;0.0;Q969F8;Q99677;
1.0;0.0;Q969V1;Q99677;
1.0;0.0;Q96G91;Q99677;
1.0;0.0;Q96P65;Q99677;
1.0;0.0;Q96RI0;Q99677;
1.0;0.0;O15130;Q99677;
1.0;0.0;O43555;Q99677;
1.0;0.0;O95399;Q99677;
1.0;0.0;P00734;Q99677;
1.0;0.0;P01019;Q99677;
1.0;0.0;P01042;Q99677;
1.0;0.0;P01148;Q99677;
1.0;0.0;P01178;Q99677;
1.0;0.0;P01185;Q99677;
1.0;0.0;P01275;Q99677;
1.0;0.0;P01350;Q99677;
1.0;0.0;P04083;Q99677;
1.0;0.0;P05305;Q99677;
1.0;0.0;P06307;Q99677;
1.0;0.0;P07492;Q99677;
1.0;0.0;P08949;Q99677;
1.0;0.0;P0C0P6;Q99677;
1.0;0.0;P0DJI8;Q99677;
1.0;0.0;P12872;Q99677;
1.0;0.0;P14138;Q99677;
1.0;0.0;P20366;Q99677;
1.0;0.0;P20382;Q99677;
1.0;0.0;P20396;Q99677;
1.0;0.0;P20800;Q99677;
1.0;0.0;P30990;Q99677;
1.0;0.0;P47992;Q99677;
1.0;0.0;P48645;Q99677;
1.0;0.0;P55773;Q99677;
1.0;0.0;P58294;Q99677;
1.0;0.0;P83859;Q99677;
1.0;0.0;Q15726;Q99677;
1.0;0.0;Q5H8A3;Q99677;
1.0;0.0;Q765I0;Q99677;
1.0;0.0;O00254;Q9GZQ6;
1.0;0.0;O00398;Q9GZQ6;
1.0;0.0;O14842;Q9GZQ6;
1.0;0.0;O14843;Q9GZQ6;
1.0;0.0;O15552;Q9GZQ6;
1.0;0.0;O43193;Q9GZQ6;
1.0;0.0;O43613;Q9GZQ6;
1.0;0.0;O43614;Q9GZQ6;
1.0;0.0;O95665;Q9GZQ6;
1.0;0.0;P05067;Q9GZQ6;
1.0;0.0;P08912;Q9GZQ6;
1.0;0.0;P11229;Q9GZQ6;
1.0;0.0;P20309;Q9GZQ6;
1.0;0.0;P21452;Q9GZQ6;
1.0;0.0;P21731;Q9GZQ6;
1.0;0.0;P24530;Q9GZQ6;
1.0;0.0;P25090;Q9GZQ6;
1.0;0.0;P25100;Q9GZQ6;
1.0;0.0;P25101;Q9GZQ6;
1.0;0.0;P25103;Q9GZQ6;
1.0;0.0;P25105;Q9GZQ6;
1.0;0.0;P25116;Q9GZQ6;
1.0;0.0;P28336;Q9GZQ6;
1.0;0.0;P29371;Q9GZQ6;
1.0;0.0;P30550;Q9GZQ6;
1.0;0.0;P30556;Q9GZQ6;
1.0;0.0;P30559;Q9GZQ6;
1.0;0.0;P30968;Q9GZQ6;
1.0;0.0;P30989;Q9GZQ6;
1.0;0.0;P32238;Q9GZQ6;
1.0;0.0;P32239;Q9GZQ6;
1.0;0.0;P34981;Q9GZQ6;
1.0;0.0;P34995;Q9GZQ6;
1.0;0.0;P35367;Q9GZQ6;
1.0;0.0;P37288;Q9GZQ6;
1.0;0.0;P41180;Q9GZQ6;
1.0;0.0;P41231;Q9GZQ6;
1.0;0.0;P41594;Q9GZQ6;
1.0;0.0;P41595;Q9GZQ6;
1.0;0.0;P43088;Q9GZQ6;
1.0;0.0;P43657;Q9GZQ6;
1.0;0.0;P46093;Q9GZQ6;
1.0;0.0;P46094;Q9GZQ6;
1.0;0.0;P46663;Q9GZQ6;
1.0;0.0;P47871;Q9GZQ6;
1.0;0.0;P47900;Q9GZQ6;
1.0;0.0;P47901;Q9GZQ6;
1.0;0.0;P55085;Q9GZQ6;
1.0;0.0;Q13255;Q9GZQ6;
1.0;0.0;Q13304;Q9GZQ6;
1.0;0.0;Q15077;Q9GZQ6;
1.0;0.0;Q15722;Q9GZQ6;
1.0;0.0;Q15743;Q9GZQ6;
1.0;0.0;Q5T6X5;Q9GZQ6;
1.0;0.0;Q6W5P4;Q9GZQ6;
1.0;0.0;Q8IYL9;Q9GZQ6;
1.0;0.0;Q8NFJ6;Q9GZQ6;
1.0;0.0;Q8TCW9;Q9GZQ6;
1.0;0.0;Q92633;Q9GZQ6;
1.0;0.0;Q92847;Q9GZQ6;
1.0;0.0;Q969F8;Q9GZQ6;
1.0;0.0;Q969V1;Q9GZQ6;
1.0;0.0;Q96G91;Q9GZQ6;
1.0;0.0;Q96P65;Q9GZQ6;
1.0;0.0;Q96RI0;Q9GZQ6;
1.0;0.0;Q99677;Q9GZQ6;
1.0;0.0;Q99705;Q9GZQ6;
1.0;0.0;Q9GZQ4;Q9GZQ6;
1.0;0.0;O15130;Q9GZQ6;
1.0;0.0;O43555;Q9GZQ6;
1.0;0.0;O95399;Q9GZQ6;
1.0;0.0;P00734;Q9GZQ6;
1.0;0.0;P01019;Q9GZQ6;
1.0;0.0;P01042;Q9GZQ6;
1.0;0.0;P01148;Q9GZQ6;
1.0;0.0;P01178;Q9GZQ6;
1.0;0.0;P01185;Q9GZQ6;
1.0;0.0;P01275;Q9GZQ6;
1.0;0.0;P01350;Q9GZQ6;
1.0;0.0;P04083;Q9GZQ6;
1.0;0.0;P05305;Q9GZQ6;
1.0;0.0;P06307;Q9GZQ6;
1.0;0.0;P07492;Q9GZQ6;
1.0;0.0;P08949;Q9GZQ6;
1.0;0.0;P0C0P6;Q9GZQ6;
1.0;0.0;P0DJI8;Q9GZQ6;
1.0;0.0;P12872;Q9GZQ6;
1.0;0.0;P14138;Q9GZQ6;
1.0;0.0;P20366;Q9GZQ6;
1.0;0.0;P20382;Q9GZQ6;
1.0;0.0;P20396;Q9GZQ6;
1.0;0.0;P20800;Q9GZQ6;
1.0;0.0;P30990;Q9GZQ6;
1.0;0.0;P47992;Q9GZQ6;
1.0;0.0;P48645;Q9GZQ6;
1.0;0.0;P55773;Q9GZQ6;
1.0;0.0;P58294;Q9GZQ6;
1.0;0.0;P83859;Q9GZQ6;
1.0;0.0;Q15726;Q9GZQ6;
1.0;0.0;Q5H8A3;Q9GZQ6;
1.0;0.0;Q765I0;Q9GZQ6;
0.161;0.0905;O00254;Q9NPB6;
0.146;0.0529;P05067;Q9NPB6;
0.207;0.188;P33151;Q9NPB6;
0.141;0.0395;P51805;Q9NPB6;
0.141;0.0396;P54760;Q9NPB6;
1.0;0.8029999999999999;P60953;Q9NPB6;
1.0;0.0;P61586;Q9NPB6;
0.38;0.423;Q13574;Q9NPB6;
0.142;0.0419;Q86YD1;Q9NPB6;
1.0;0.763;Q8TEW0;Q9NPB6;
0.172;0.11599999999999999;Q9BYG5;Q9NPB6;
1.0;0.14800000000000002;Q9HAU4;Q9NPB6;
1.0;0.11199999999999999;P01137;Q9NPB6;
0.141;0.0403;Q96II8;Q9NPB6;
1.0;0.0;O00254;Q9NPC1;
1.0;0.0;O00398;Q9NPC1;
1.0;0.0;O14842;Q9NPC1;
1.0;0.0;O14843;Q9NPC1;
1.0;0.0;O15552;Q9NPC1;
1.0;0.0;O43193;Q9NPC1;
1.0;0.0;O43613;Q9NPC1;
1.0;0.0;O43614;Q9NPC1;
1.0;0.0;O95665;Q9NPC1;
1.0;0.0;P05067;Q9NPC1;
1.0;0.0;P08912;Q9NPC1;
1.0;0.0;P11229;Q9NPC1;
1.0;0.0;P20309;Q9NPC1;
1.0;0.0;P21452;Q9NPC1;
1.0;0.0;P21731;Q9NPC1;
1.0;0.0;P24530;Q9NPC1;
1.0;0.0;P25090;Q9NPC1;
1.0;0.0;P25100;Q9NPC1;
1.0;0.0;P25101;Q9NPC1;
1.0;0.0;P25103;Q9NPC1;
1.0;0.0;P25105;Q9NPC1;
1.0;0.0;P25116;Q9NPC1;
1.0;0.0;P28336;Q9NPC1;
1.0;0.0;P29371;Q9NPC1;
1.0;0.0;P30550;Q9NPC1;
1.0;0.0;P30556;Q9NPC1;
1.0;0.0;P30559;Q9NPC1;
1.0;0.0;P30968;Q9NPC1;
1.0;0.0;P30989;Q9NPC1;
1.0;0.0;P32238;Q9NPC1;
1.0;0.0;P32239;Q9NPC1;
1.0;0.0;P34981;Q9NPC1;
1.0;0.0;P34995;Q9NPC1;
1.0;0.0;P35367;Q9NPC1;
1.0;0.0;P37288;Q9NPC1;
1.0;0.0;P41180;Q9NPC1;
1.0;0.0;P41231;Q9NPC1;
1.0;0.0;P41594;Q9NPC1;
1.0;0.0;P41595;Q9NPC1;
1.0;0.0;P43088;Q9NPC1;
1.0;0.0;P43657;Q9NPC1;
1.0;0.0;P46093;Q9NPC1;
1.0;0.0;P46094;Q9NPC1;
1.0;0.0;P46663;Q9NPC1;
1.0;0.0;P47871;Q9NPC1;
1.0;0.0;P47900;Q9NPC1;
1.0;0.0;P47901;Q9NPC1;
1.0;0.0;P55085;Q9NPC1;
1.0;0.0;Q13255;Q9NPC1;
1.0;0.0;Q13304;Q9NPC1;
1.0;0.0;Q15077;Q9NPC1;
1.0;0.0;Q15722;Q9NPC1;
1.0;0.0;Q15743;Q9NPC1;
1.0;0.0;Q5T6X5;Q9NPC1;
1.0;0.0;Q6W5P4;Q9NPC1;
1.0;0.0;Q8IYL9;Q9NPC1;
1.0;0.0;Q8NFJ6;Q9NPC1;
1.0;0.0;Q8TCW9;Q9NPC1;
1.0;0.0;Q92633;Q9NPC1;
1.0;0.0;Q92847;Q9NPC1;
1.0;0.0;Q969F8;Q9NPC1;
1.0;0.0;Q969V1;Q9NPC1;
1.0;0.0;Q96G91;Q9NPC1;
1.0;0.0;Q96P65;Q9NPC1;
1.0;0.0;Q96RI0;Q9NPC1;
1.0;0.0;Q99677;Q9NPC1;
1.0;0.0;Q99705;Q9NPC1;
1.0;0.0;Q9GZQ4;Q9NPC1;
1.0;0.0;Q9GZQ6;Q9NPC1;
1.0;0.0;Q9H1C0;Q9NPC1;
1.0;0.0;Q9HB89;Q9NPC1;
1.0;0.0;Q9HBW0;Q9NPC1;
1.0;0.0;O15130;Q9NPC1;
1.0;0.0;O43555;Q9NPC1;
1.0;0.0;O95399;Q9NPC1;
1.0;0.0;P00734;Q9NPC1;
1.0;0.0;P01019;Q9NPC1;
1.0;0.0;P01042;Q9NPC1;
1.0;0.0;P01148;Q9NPC1;
1.0;0.0;P01178;Q9NPC1;
1.0;0.0;P01185;Q9NPC1;
1.0;0.0;P01275;Q9NPC1;
1.0;0.0;P01350;Q9NPC1;
1.0;0.0;P04083;Q9NPC1;
1.0;0.0;P05305;Q9NPC1;
1.0;0.0;P06307;Q9NPC1;
1.0;0.0;P07492;Q9NPC1;
1.0;0.0;P08949;Q9NPC1;
1.0;0.0;P0C0P6;Q9NPC1;
1.0;0.0;P0DJI8;Q9NPC1;
1.0;0.0;P12872;Q9NPC1;
1.0;0.0;P14138;Q9NPC1;
1.0;0.0;P20366;Q9NPC1;
1.0;0.0;P20382;Q9NPC1;
1.0;0.0;P20396;Q9NPC1;
1.0;0.0;P20800;Q9NPC1;
1.0;0.0;P30990;Q9NPC1;
1.0;0.0;P47992;Q9NPC1;
1.0;0.0;P48645;Q9NPC1;
1.0;0.0;P55773;Q9NPC1;
1.0;0.0;P58294;Q9NPC1;
1.0;0.0;P83859;Q9NPC1;
1.0;0.0;Q15726;Q9NPC1;
1.0;0.0;Q5H8A3;Q9NPC1;
1.0;0.0;Q765I0;Q9NPC1;
1.0;0.0;Q9HC23;Q9NPC1;
1.0;0.0;O00254;Q9NS75;
1.0;0.0;O00398;Q9NS75;
1.0;0.0;O14842;Q9NS75;
1.0;0.0;O14843;Q9NS75;
1.0;0.0;O15552;Q9NS75;
1.0;0.0;O43193;Q9NS75;
1.0;0.0;O43613;Q9NS75;
1.0;0.0;O43614;Q9NS75;
1.0;0.0;O95665;Q9NS75;
1.0;0.0;P05067;Q9NS75;
1.0;0.0;P08912;Q9NS75;
1.0;0.0;P11229;Q9NS75;
1.0;0.0;P20309;Q9NS75;
1.0;0.0;P21452;Q9NS75;
1.0;0.0;P21731;Q9NS75;
1.0;0.0;P24530;Q9NS75;
1.0;0.0;P25090;Q9NS75;
1.0;0.0;P25100;Q9NS75;
1.0;0.0;P25101;Q9NS75;
1.0;0.0;P25103;Q9NS75;
1.0;0.0;P25105;Q9NS75;
1.0;0.0;P25116;Q9NS75;
1.0;0.0;P28336;Q9NS75;
1.0;0.0;P29371;Q9NS75;
1.0;0.0;P30550;Q9NS75;
1.0;0.0;P30556;Q9NS75;
1.0;0.0;P30559;Q9NS75;
1.0;0.0;P30968;Q9NS75;
1.0;0.0;P30989;Q9NS75;
1.0;0.0;P32238;Q9NS75;
1.0;0.0;P32239;Q9NS75;
1.0;0.0;P34981;Q9NS75;
1.0;0.0;P34995;Q9NS75;
1.0;0.0;P35367;Q9NS75;
1.0;0.0;P37288;Q9NS75;
1.0;0.0;P41180;Q9NS75;
1.0;0.0;P41231;Q9NS75;
1.0;0.0;P41594;Q9NS75;
1.0;0.0;P41595;Q9NS75;
1.0;0.0;P43088;Q9NS75;
1.0;0.0;P43657;Q9NS75;
1.0;0.0;P46093;Q9NS75;
1.0;0.0;P46094;Q9NS75;
1.0;0.0;P46663;Q9NS75;
1.0;0.0;P47871;Q9NS75;
1.0;0.0;P47900;Q9NS75;
1.0;0.0;P47901;Q9NS75;
1.0;0.0;P55085;Q9NS75;
1.0;0.0;Q13255;Q9NS75;
1.0;0.0;Q13304;Q9NS75;
1.0;0.0;Q15077;Q9NS75;
1.0;0.0;Q15722;Q9NS75;
1.0;0.0;Q15743;Q9NS75;
1.0;0.0;Q5T6X5;Q9NS75;
1.0;0.0;Q6W5P4;Q9NS75;
1.0;0.0;Q8IYL9;Q9NS75;
1.0;0.0;Q8NFJ6;Q9NS75;
1.0;0.0;Q8TCW9;Q9NS75;
1.0;0.0;Q92633;Q9NS75;
1.0;0.0;Q92847;Q9NS75;
1.0;0.0;Q969F8;Q9NS75;
1.0;0.0;Q969V1;Q9NS75;
1.0;0.0;Q96G91;Q9NS75;
1.0;0.0;Q96P65;Q9NS75;
1.0;0.0;Q96RI0;Q9NS75;
1.0;0.0;Q99677;Q9NS75;
1.0;0.0;Q99705;Q9NS75;
1.0;0.0;Q9GZQ4;Q9NS75;
1.0;0.0;Q9GZQ6;Q9NS75;
1.0;0.0;Q9H1C0;Q9NS75;
1.0;0.0;Q9HB89;Q9NS75;
1.0;0.0;Q9HBW0;Q9NS75;
1.0;0.0;Q9NPC1;Q9NS75;
1.0;0.0;O15130;Q9NS75;
1.0;0.0;O43555;Q9NS75;
1.0;0.0;O95399;Q9NS75;
1.0;0.0;P00734;Q9NS75;
1.0;0.0;P01019;Q9NS75;
1.0;0.0;P01042;Q9NS75;
1.0;0.0;P01148;Q9NS75;
1.0;0.0;P01178;Q9NS75;
1.0;0.0;P01185;Q9NS75;
1.0;0.0;P01275;Q9NS75;
1.0;0.0;P01350;Q9NS75;
1.0;0.0;P04083;Q9NS75;
1.0;0.0;P05305;Q9NS75;
1.0;0.0;P06307;Q9NS75;
1.0;0.0;P07492;Q9NS75;
1.0;0.0;P08949;Q9NS75;
1.0;0.0;P0C0P6;Q9NS75;
1.0;0.0;P0DJI8;Q9NS75;
1.0;0.0;P12872;Q9NS75;
1.0;0.0;P14138;Q9NS75;
1.0;0.0;P20366;Q9NS75;
1.0;0.0;P20382;Q9NS75;
1.0;0.0;P20396;Q9NS75;
1.0;0.0;P20800;Q9NS75;
1.0;0.0;P30990;Q9NS75;
1.0;0.0;P47992;Q9NS75;
1.0;0.0;P48645;Q9NS75;
1.0;0.0;P55773;Q9NS75;
1.0;0.0;P58294;Q9NS75;
1.0;0.0;P83859;Q9NS75;
1.0;0.0;Q15726;Q9NS75;
1.0;0.0;Q5H8A3;Q9NS75;
1.0;0.0;Q765I0;Q9NS75;
1.0;0.0;Q9HC23;Q9NS75;
1.0;0.0;O00254;Q9UHM6;
1.0;0.0;O00398;Q9UHM6;
1.0;0.0;O14842;Q9UHM6;
1.0;0.0;O14843;Q9UHM6;
1.0;0.0;O15552;Q9UHM6;
1.0;0.0;O43193;Q9UHM6;
1.0;0.0;O43613;Q9UHM6;
1.0;0.0;O43614;Q9UHM6;
1.0;0.0;O95665;Q9UHM6;
1.0;0.0;P05067;Q9UHM6;
1.0;0.0;P08912;Q9UHM6;
1.0;0.0;P11229;Q9UHM6;
1.0;0.0;P20309;Q9UHM6;
1.0;0.0;P21452;Q9UHM6;
1.0;0.0;P21731;Q9UHM6;
1.0;0.0;P24530;Q9UHM6;
1.0;0.0;P25090;Q9UHM6;
0.374;0.41600000000000004;P25098;Q9UHM6;
1.0;0.0;P25100;Q9UHM6;
1.0;0.0;P25101;Q9UHM6;
1.0;0.0;P25103;Q9UHM6;
1.0;0.0;P25105;Q9UHM6;
1.0;0.0;P25116;Q9UHM6;
1.0;0.0;P28336;Q9UHM6;
1.0;0.0;P29371;Q9UHM6;
1.0;0.0;P30550;Q9UHM6;
1.0;0.0;P30556;Q9UHM6;
1.0;0.0;P30559;Q9UHM6;
1.0;0.0;P30968;Q9UHM6;
1.0;0.0;P30989;Q9UHM6;
1.0;0.0;P32238;Q9UHM6;
1.0;0.0;P32239;Q9UHM6;
1.0;0.0;P34981;Q9UHM6;
1.0;0.0;P34995;Q9UHM6;
1.0;0.0;P35367;Q9UHM6;
1.0;0.0;P37288;Q9UHM6;
1.0;0.0;P41180;Q9UHM6;
1.0;0.0;P41231;Q9UHM6;
1.0;0.0;P41594;Q9UHM6;
1.0;0.0;P41595;Q9UHM6;
1.0;0.0;P43088;Q9UHM6;
1.0;0.0;P43657;Q9UHM6;
1.0;0.0;P46093;Q9UHM6;
1.0;0.0;P46094;Q9UHM6;
1.0;0.0;P46663;Q9UHM6;
1.0;0.0;P47871;Q9UHM6;
1.0;0.0;P47900;Q9UHM6;
1.0;0.0;P47901;Q9UHM6;
1.0;0.0;P55085;Q9UHM6;
1.0;0.0;Q13255;Q9UHM6;
1.0;0.0;Q13304;Q9UHM6;
1.0;0.0;Q15077;Q9UHM6;
1.0;0.0;Q15722;Q9UHM6;
1.0;0.0;Q15743;Q9UHM6;
1.0;0.0;Q5T6X5;Q9UHM6;
1.0;0.0;Q6W5P4;Q9UHM6;
1.0;0.0;Q8IYL9;Q9UHM6;
1.0;0.0;Q8NFJ6;Q9UHM6;
1.0;0.0;Q8TCW9;Q9UHM6;
1.0;0.0;Q92633;Q9UHM6;
1.0;0.0;Q92847;Q9UHM6;
1.0;0.0;Q969F8;Q9UHM6;
1.0;0.0;Q969V1;Q9UHM6;
1.0;0.0;Q96G91;Q9UHM6;
1.0;0.0;Q96P65;Q9UHM6;
1.0;0.0;Q96RI0;Q9UHM6;
1.0;0.0;Q99677;Q9UHM6;
1.0;0.0;Q99705;Q9UHM6;
1.0;0.0;Q9GZQ4;Q9UHM6;
1.0;0.0;Q9GZQ6;Q9UHM6;
1.0;0.0;Q9H1C0;Q9UHM6;
1.0;0.0;Q9HB89;Q9UHM6;
1.0;0.0;Q9HBW0;Q9UHM6;
1.0;0.0;Q9NPC1;Q9UHM6;
1.0;0.0;Q9NS75;Q9UHM6;
1.0;0.0;Q9UBY5;Q9UHM6;
1.0;0.0;O15130;Q9UHM6;
1.0;0.0;O43555;Q9UHM6;
1.0;0.0;O95399;Q9UHM6;
1.0;0.0;P00734;Q9UHM6;
1.0;0.0;P01019;Q9UHM6;
1.0;0.0;P01042;Q9UHM6;
1.0;0.0;P01148;Q9UHM6;
1.0;0.0;P01178;Q9UHM6;
1.0;0.0;P01185;Q9UHM6;
1.0;0.0;P01275;Q9UHM6;
1.0;0.0;P01350;Q9UHM6;
1.0;0.0;P04083;Q9UHM6;
1.0;0.0;P05305;Q9UHM6;
1.0;0.0;P06307;Q9UHM6;
1.0;0.0;P07492;Q9UHM6;
1.0;0.0;P08949;Q9UHM6;
1.0;0.0;P0C0P6;Q9UHM6;
1.0;0.0;P0DJI8;Q9UHM6;
1.0;0.0;P12872;Q9UHM6;
1.0;0.0;P14138;Q9UHM6;
1.0;0.0;P20366;Q9UHM6;
1.0;0.0;P20382;Q9UHM6;
1.0;0.0;P20396;Q9UHM6;
1.0;0.0;P20800;Q9UHM6;
1.0;0.0;P30990;Q9UHM6;
1.0;0.0;P47992;Q9UHM6;
1.0;0.0;P48645;Q9UHM6;
1.0;0.0;P55773;Q9UHM6;
1.0;0.0;P58294;Q9UHM6;
1.0;0.0;P83859;Q9UHM6;
1.0;0.0;Q15726;Q9UHM6;
1.0;0.0;Q5H8A3;Q9UHM6;
1.0;0.0;Q765I0;Q9UHM6;
0.141;0.0411;Q9BT67;Q9UHM6;
1.0;0.0;Q9HC23;Q9UHM6;
1.0;0.0;Q9UBD3;Q9UHM6;
1.0;0.0;Q9UBU3;Q9UHM6;
1.0;0.0;Q9UHF0;Q9UHM6;
1.0;0.0;O00254;Q9UKP6;
1.0;0.0;O00398;Q9UKP6;
1.0;0.0;O14842;Q9UKP6;
1.0;0.0;O14843;Q9UKP6;
1.0;0.0;O15552;Q9UKP6;
1.0;0.0;O43193;Q9UKP6;
1.0;0.0;O43613;Q9UKP6;
1.0;0.0;O43614;Q9UKP6;
1.0;0.0;O95665;Q9UKP6;
1.0;0.0;P05067;Q9UKP6;
1.0;0.0;P08912;Q9UKP6;
1.0;0.0;P11229;Q9UKP6;
1.0;0.0;P20309;Q9UKP6;
1.0;0.0;P21452;Q9UKP6;
1.0;0.0;P21731;Q9UKP6;
1.0;0.0;P24530;Q9UKP6;
1.0;0.0;P25090;Q9UKP6;
1.0;0.0;P25100;Q9UKP6;
1.0;0.0;P25101;Q9UKP6;
1.0;0.0;P25103;Q9UKP6;
1.0;0.0;P25105;Q9UKP6;
1.0;0.0;P25116;Q9UKP6;
1.0;0.0;P28336;Q9UKP6;
1.0;0.0;P29371;Q9UKP6;
1.0;0.0;P30550;Q9UKP6;
1.0;0.0;P30556;Q9UKP6;
1.0;0.0;P30559;Q9UKP6;
1.0;0.0;P30968;Q9UKP6;
1.0;0.0;P30989;Q9UKP6;
1.0;0.0;P32238;Q9UKP6;
1.0;0.0;P32239;Q9UKP6;
1.0;0.0;P34981;Q9UKP6;
1.0;0.0;P34995;Q9UKP6;
1.0;0.0;P35367;Q9UKP6;
1.0;0.0;P37288;Q9UKP6;
1.0;0.0;P41180;Q9UKP6;
1.0;0.0;P41231;Q9UKP6;
1.0;0.0;P41594;Q9UKP6;
1.0;0.0;P41595;Q9UKP6;
1.0;0.0;P43088;Q9UKP6;
1.0;0.0;P43657;Q9UKP6;
1.0;0.0;P46093;Q9UKP6;
1.0;0.0;P46094;Q9UKP6;
1.0;0.0;P46663;Q9UKP6;
1.0;0.0;P47871;Q9UKP6;
1.0;0.0;P47900;Q9UKP6;
1.0;0.0;P47901;Q9UKP6;
1.0;0.0;P55085;Q9UKP6;
1.0;0.0;Q13255;Q9UKP6;
1.0;0.0;Q13304;Q9UKP6;
1.0;0.0;Q15077;Q9UKP6;
1.0;0.0;Q15722;Q9UKP6;
1.0;0.0;Q15743;Q9UKP6;
1.0;0.0;Q5T6X5;Q9UKP6;
1.0;0.0;Q6W5P4;Q9UKP6;
1.0;0.0;Q8IYL9;Q9UKP6;
1.0;0.0;Q8NFJ6;Q9UKP6;
1.0;0.0;Q8TCW9;Q9UKP6;
1.0;0.0;Q92633;Q9UKP6;
1.0;0.0;Q92847;Q9UKP6;
1.0;0.0;Q969F8;Q9UKP6;
1.0;0.0;Q969V1;Q9UKP6;
1.0;0.0;Q96G91;Q9UKP6;
1.0;0.0;Q96P65;Q9UKP6;
1.0;0.0;Q96RI0;Q9UKP6;
1.0;0.0;Q99677;Q9UKP6;
1.0;0.0;Q99705;Q9UKP6;
1.0;0.0;Q9GZQ4;Q9UKP6;
1.0;0.0;Q9GZQ6;Q9UKP6;
1.0;0.0;Q9H1C0;Q9UKP6;
1.0;0.0;Q9HB89;Q9UKP6;
1.0;0.0;Q9HBW0;Q9UKP6;
1.0;0.0;Q9NPC1;Q9UKP6;
1.0;0.0;Q9NS75;Q9UKP6;
1.0;0.0;Q9UBY5;Q9UKP6;
1.0;0.0;Q9UHM6;Q9UKP6;
1.0;0.0;O15130;Q9UKP6;
1.0;0.0;O43555;Q9UKP6;
1.0;0.759;O95399;Q9UKP6;
1.0;0.0;P00734;Q9UKP6;
1.0;0.0;P01019;Q9UKP6;
1.0;0.0;P01042;Q9UKP6;
1.0;0.0;P01148;Q9UKP6;
1.0;0.0;P01178;Q9UKP6;
1.0;0.0;P01185;Q9UKP6;
1.0;0.0;P01275;Q9UKP6;
1.0;0.0;P01350;Q9UKP6;
1.0;0.0;P04083;Q9UKP6;
1.0;0.0;P05305;Q9UKP6;
1.0;0.0;P06307;Q9UKP6;
1.0;0.0;P07492;Q9UKP6;
1.0;0.0;P08949;Q9UKP6;
1.0;0.0;P0C0P6;Q9UKP6;
1.0;0.0;P0DJI8;Q9UKP6;
1.0;0.0;P12872;Q9UKP6;
1.0;0.0;P14138;Q9UKP6;
1.0;0.0;P20366;Q9UKP6;
1.0;0.0;P20382;Q9UKP6;
1.0;0.0;P20396;Q9UKP6;
1.0;0.0;P20800;Q9UKP6;
1.0;0.0;P30990;Q9UKP6;
1.0;0.0;P47992;Q9UKP6;
1.0;0.0;P48645;Q9UKP6;
1.0;0.0;P55773;Q9UKP6;
1.0;0.0;P58294;Q9UKP6;
1.0;0.0;P83859;Q9UKP6;
1.0;0.0;Q15726;Q9UKP6;
1.0;0.0;Q5H8A3;Q9UKP6;
1.0;0.77;Q765I0;Q9UKP6;
1.0;0.0;Q9HC23;Q9UKP6;
1.0;0.0;Q9UBD3;Q9UKP6;
1.0;0.0;Q9UBU3;Q9UKP6;
1.0;0.0;Q9UHF0;Q9UKP6;
1.0;0.0;O00254;Q9UNW8;
1.0;0.0;O00398;Q9UNW8;
1.0;0.0;O14842;Q9UNW8;
1.0;0.0;O14843;Q9UNW8;
1.0;0.0;O15552;Q9UNW8;
1.0;0.0;O43193;Q9UNW8;
1.0;0.0;O43613;Q9UNW8;
1.0;0.0;O43614;Q9UNW8;
1.0;0.0;O95665;Q9UNW8;
1.0;0.0;P05067;Q9UNW8;
1.0;0.0;P08912;Q9UNW8;
1.0;0.0;P11229;Q9UNW8;
1.0;0.0;P20309;Q9UNW8;
1.0;0.0;P21452;Q9UNW8;
1.0;0.0;P21731;Q9UNW8;
1.0;0.0;P24530;Q9UNW8;
1.0;0.0;P25090;Q9UNW8;
1.0;0.0;P25100;Q9UNW8;
1.0;0.0;P25101;Q9UNW8;
1.0;0.0;P25103;Q9UNW8;
1.0;0.0;P25105;Q9UNW8;
1.0;0.0;P25116;Q9UNW8;
