score_1;score_2;protein_name_1;protein_name_2;comments
1.0;0.0;P25098;P30518;
1.0;0.0;P29274;P30518;
1.0;0.0;P29275;P30518;
1.0;0.20600000000000002;O95467;P30518;
1.0;0.0;P01185;P30518;
1.0;0.0;P01189;P30518;
1.0;0.0;P01215;P30518;
1.0;0.0;P01222;P30518;
1.0;0.0;P01225;P30518;
1.0;0.0;P01229;P30518;
1.0;0.0;P01258;P30518;
1.0;0.0;P01270;P30518;
1.0;0.0;P01275;P30518;
1.0;0.0;P01282;P30518;
1.0;0.0;P01286;P30518;
1.0;0.0;P02787;P30518;
1.0;0.0;P04090;P30518;
1.0;0.0;P04114;P30518;
1.0;0.0;P06850;P30518;
1.0;0.0;P06881;P30518;
1.0;0.0;P09681;P30518;
1.0;0.0;P09683;P30518;
1.0;0.0;P0C0P6;P30518;
1.0;0.0;P10092;P30518;
1.0;0.0;P10997;P30518;
1.0;0.0;P12272;P30518;
1.0;0.0;P18509;P30518;
1.0;0.0;O00155;P30988;
1.0;0.0;O75388;P30988;
1.0;0.0;O95838;P30988;
1.0;0.0;P07550;P30988;
1.0;0.0;P08588;P30988;
1.0;0.0;P13945;P30988;
1.0;0.23399999999999999;P16473;P30988;
1.0;0.0;P21918;P30988;
1.0;0.0;P22888;P30988;
1.0;0.0;P23945;P30988;
1.0;0.0;P25021;P30988;
1.0;0.0;P29274;P30988;
1.0;0.0;P29275;P30988;
1.0;0.0;P30518;P30988;
1.0;0.0;O95467;P30988;
1.0;0.0;P01185;P30988;
1.0;0.0;P01189;P30988;
1.0;0.0;P01215;P30988;
1.0;0.0;P01222;P30988;
1.0;0.0;P01225;P30988;
1.0;0.0;P01229;P30988;
1.0;0.5379999999999999;P01258;P30988;
1.0;0.0;P01270;P30988;
1.0;0.0;P01275;P30988;
1.0;0.0;P01282;P30988;
1.0;0.0;P01286;P30988;
1.0;0.0;P04090;P30988;
0.231;0.23;P04114;P30988;
1.0;0.0;P06850;P30988;
1.0;0.0;P06881;P30988;
1.0;0.0;P09681;P30988;
1.0;0.0;P09683;P30988;
1.0;0.0;P0C0P6;P30988;
1.0;0.0;P10092;P30988;
1.0;0.0;P10997;P30988;
1.0;0.0;P12272;P30988;
1.0;0.0;P18509;P30988;
1.0;0.0;O00155;P32241;
1.0;0.0;O75388;P32241;
1.0;0.0;O95838;P32241;
0.6629999999999999;0.637;P03989;P32241;
1.0;0.0;P07550;P32241;
1.0;0.0;P08588;P32241;
0.151;0.0656;P13569;P32241;
1.0;0.0;P13945;P32241;
1.0;0.0;P16473;P32241;
1.0;0.0;P21918;P32241;
1.0;0.0;P22888;P32241;
1.0;0.0;P23945;P32241;
1.0;0.0;P25021;P32241;
1.0;0.0;P29274;P32241;
1.0;0.0;P29275;P32241;
1.0;0.0;P30518;P32241;
1.0;0.0;P30988;P32241;
1.0;0.188;O95467;P32241;
1.0;0.0;P01185;P32241;
1.0;0.0;P01189;P32241;
1.0;0.0;P01215;P32241;
1.0;0.0;P01222;P32241;
1.0;0.0;P01225;P32241;
1.0;0.0;P01229;P32241;
1.0;0.0;P01258;P32241;
1.0;0.0;P01270;P32241;
1.0;0.0;P01275;P32241;
1.0;0.18100000000000002;P01282;P32241;
1.0;0.0;P01286;P32241;
1.0;0.0;P04090;P32241;
1.0;0.0;P06850;P32241;
1.0;0.0;P06881;P32241;
1.0;0.0;P09681;P32241;
1.0;0.51;P09683;P32241;
1.0;0.0;P0C0P6;P32241;
1.0;0.0;P10092;P32241;
1.0;0.0;P10997;P32241;
1.0;0.0;P12272;P32241;
1.0;0.0;P18509;P32241;
1.0;0.0;O00155;P32245;
0.384;0.426;O60291;P32245;
1.0;0.0;O75388;P32245;
1.0;0.0;O95838;P32245;
1.0;0.0;P07550;P32245;
1.0;0.0;P08588;P32245;
1.0;0.0;P13945;P32245;
1.0;0.0;P16473;P32245;
1.0;0.0;P21918;P32245;
1.0;0.0;P22888;P32245;
1.0;0.0;P23945;P32245;
1.0;0.0;P25021;P32245;
1.0;0.0;P29274;P32245;
1.0;0.0;P29275;P32245;
1.0;0.0;P30518;P32245;
1.0;0.0;P30988;P32245;
1.0;0.0;P32241;P32245;
0.7490000000000001;0.684;O00253;P32245;
1.0;0.0;O95467;P32245;
1.0;0.0;P01185;P32245;
1.0;0.703;P01189;P32245;
1.0;0.0;P01215;P32245;
1.0;0.0;P01222;P32245;
1.0;0.0;P01225;P32245;
1.0;0.0;P01229;P32245;
1.0;0.0;P01258;P32245;
1.0;0.0;P01270;P32245;
1.0;0.0;P01275;P32245;
1.0;0.0;P01282;P32245;
1.0;0.0;P01286;P32245;
1.0;0.0;P04090;P32245;
1.0;0.0;P06850;P32245;
1.0;0.0;P06881;P32245;
1.0;0.0;P09681;P32245;
1.0;0.0;P09683;P32245;
1.0;0.0;P0C0P6;P32245;
1.0;0.0;P10092;P32245;
1.0;0.0;P10997;P32245;
1.0;0.0;P12272;P32245;
1.0;0.0;P18509;P32245;
1.0;0.0;O00155;P33032;
1.0;0.0;O75388;P33032;
1.0;0.0;O95838;P33032;
1.0;0.0;P07550;P33032;
1.0;0.0;P08588;P33032;
1.0;0.0;P13945;P33032;
1.0;0.0;P16473;P33032;
1.0;0.0;P21918;P33032;
1.0;0.0;P22888;P33032;
1.0;0.0;P23945;P33032;
1.0;0.0;P25021;P33032;
1.0;0.0;P29274;P33032;
1.0;0.0;P29275;P33032;
1.0;0.0;P30518;P33032;
1.0;0.0;P30988;P33032;
1.0;0.0;P32241;P33032;
1.0;0.0;P32245;P33032;
1.0;0.0;O95467;P33032;
1.0;0.0;P01185;P33032;
1.0;0.557;P01189;P33032;
1.0;0.0;P01215;P33032;
1.0;0.0;P01222;P33032;
1.0;0.0;P01225;P33032;
1.0;0.0;P01229;P33032;
1.0;0.0;P01258;P33032;
1.0;0.0;P01270;P33032;
1.0;0.0;P01275;P33032;
1.0;0.0;P01282;P33032;
1.0;0.0;P01286;P33032;
1.0;0.0;P04090;P33032;
1.0;0.0;P06850;P33032;
1.0;0.0;P06881;P33032;
1.0;0.0;P09681;P33032;
1.0;0.0;P09683;P33032;
1.0;0.0;P0C0P6;P33032;
1.0;0.0;P10092;P33032;
1.0;0.0;P10997;P33032;
1.0;0.0;P12272;P33032;
1.0;0.0;P18509;P33032;
1.0;0.0;O00155;P34969;
1.0;0.0;O75388;P34969;
1.0;0.0;O95838;P34969;
0.16399999999999998;0.0984;P04632;P34969;
1.0;0.0;P07550;P34969;
0.161;0.0921;P07900;P34969;
1.0;0.0;P08588;P34969;
0.161;0.0916;P11142;P34969;
1.0;0.0;P13945;P34969;
1.0;0.0;P16473;P34969;
1.0;0.0;P21918;P34969;
1.0;0.0;P22888;P34969;
1.0;0.0;P23945;P34969;
1.0;0.0;P25021;P34969;
1.0;0.0;P29274;P34969;
1.0;0.0;P29275;P34969;
1.0;0.0;P30518;P34969;
1.0;0.0;P30988;P34969;
1.0;0.0;P32241;P34969;
1.0;0.0;P32245;P34969;
1.0;0.0;P33032;P34969;
1.0;0.0;O95467;P34969;
1.0;0.0;P01185;P34969;
1.0;0.0;P01189;P34969;
1.0;0.0;P01215;P34969;
1.0;0.0;P01222;P34969;
1.0;0.0;P01225;P34969;
1.0;0.0;P01229;P34969;
1.0;0.0;P01258;P34969;
1.0;0.0;P01270;P34969;
1.0;0.0;P01275;P34969;
1.0;0.0;P01282;P34969;
1.0;0.0;P01286;P34969;
1.0;0.0;P04090;P34969;
1.0;0.0;P06850;P34969;
1.0;0.0;P06881;P34969;
1.0;0.0;P09681;P34969;
1.0;0.0;P09683;P34969;
1.0;0.0;P0C0P6;P34969;
1.0;0.0;P10092;P34969;
1.0;0.0;P10997;P34969;
1.0;0.0;P12272;P34969;
1.0;0.0;P18509;P34969;
1.0;0.0;O00155;P35408;
1.0;0.0;O75388;P35408;
1.0;0.0;O95838;P35408;
1.0;0.0;P07550;P35408;
1.0;0.0;P08588;P35408;
0.22899999999999998;0.22699999999999998;P12931;P35408;
1.0;0.0;P13945;P35408;
1.0;0.0;P16473;P35408;
1.0;0.0;P21918;P35408;
1.0;0.0;P22888;P35408;
1.0;0.0;P23945;P35408;
1.0;0.0;P25021;P35408;
1.0;0.0;P29274;P35408;
1.0;0.0;P29275;P35408;
1.0;0.0;P30518;P35408;
1.0;0.0;P30988;P35408;
1.0;0.0;P32241;P35408;
1.0;0.0;P32245;P35408;
1.0;0.0;P33032;P35408;
1.0;0.0;P34969;P35408;
1.0;0.0;O95467;P35408;
1.0;0.0;P01185;P35408;
1.0;0.0;P01189;P35408;
1.0;0.0;P01215;P35408;
1.0;0.0;P01222;P35408;
1.0;0.0;P01225;P35408;
1.0;0.0;P01229;P35408;
1.0;0.0;P01258;P35408;
1.0;0.0;P01270;P35408;
1.0;0.0;P01275;P35408;
1.0;0.0;P01282;P35408;
1.0;0.0;P01286;P35408;
1.0;0.0;P04090;P35408;
1.0;0.0;P06850;P35408;
1.0;0.0;P06881;P35408;
1.0;0.0;P09681;P35408;
1.0;0.0;P09683;P35408;
1.0;0.0;P0C0P6;P35408;
1.0;0.0;P10092;P35408;
1.0;0.0;P10997;P35408;
1.0;0.0;P12272;P35408;
1.0;0.0;P18509;P35408;
1.0;0.0;P35318;P35408;
1.0;0.0;O00155;P41586;
1.0;0.0;O75388;P41586;
1.0;0.0;O95838;P41586;
1.0;0.0;P04629;P41586;
1.0;0.0;P07550;P41586;
1.0;0.0;P08588;P41586;
1.0;0.0;P13945;P41586;
1.0;0.0;P16473;P41586;
1.0;0.0;P21918;P41586;
1.0;0.0;P22888;P41586;
1.0;0.0;P23945;P41586;
1.0;0.0;P25021;P41586;
1.0;0.0;P29274;P41586;
1.0;0.0;P29275;P41586;
1.0;0.0;P30518;P41586;
1.0;0.0;P30988;P41586;
1.0;0.0;P32241;P41586;
1.0;0.0;P32245;P41586;
1.0;0.0;P33032;P41586;
1.0;0.0;P34969;P41586;
1.0;0.0;P35408;P41586;
1.0;0.0;O95467;P41586;
1.0;0.0;P01185;P41586;
1.0;0.0;P01189;P41586;
1.0;0.0;P01215;P41586;
1.0;0.0;P01222;P41586;
1.0;0.0;P01225;P41586;
1.0;0.0;P01229;P41586;
1.0;0.0;P01258;P41586;
1.0;0.0;P01270;P41586;
1.0;0.0;P01275;P41586;
1.0;0.0;P01282;P41586;
1.0;0.0;P01286;P41586;
1.0;0.0;P04090;P41586;
1.0;0.0;P06850;P41586;
1.0;0.0;P06881;P41586;
1.0;0.0;P09681;P41586;
1.0;0.0;P09683;P41586;
1.0;0.0;P0C0P6;P41586;
1.0;0.0;P10092;P41586;
0.37200000000000005;0.414;P10909;P41586;
1.0;0.0;P10997;P41586;
1.0;0.0;P12272;P41586;
1.0;0.7070000000000001;P18509;P41586;
1.0;0.0;P35318;P41586;
1.0;0.0;O00155;P41587;
1.0;0.0;O75388;P41587;
1.0;0.0;O95838;P41587;
0.142;0.0434;P05067;P41587;
1.0;0.0;P07550;P41587;
1.0;0.0;P08588;P41587;
1.0;0.0;P13945;P41587;
1.0;0.0;P16473;P41587;
1.0;0.0;P21918;P41587;
1.0;0.0;P22888;P41587;
1.0;0.0;P23945;P41587;
1.0;0.0;P25021;P41587;
1.0;0.0;P29274;P41587;
1.0;0.0;P29275;P41587;
1.0;0.0;P30518;P41587;
1.0;0.0;P30988;P41587;
1.0;0.0;P32241;P41587;
1.0;0.0;P32245;P41587;
1.0;0.0;P33032;P41587;
1.0;0.0;P34969;P41587;
1.0;0.0;P35408;P41587;
1.0;0.0;P41586;P41587;
1.0;0.0;O95467;P41587;
1.0;0.0;P01185;P41587;
1.0;0.0;P01189;P41587;
1.0;0.0;P01215;P41587;
1.0;0.0;P01222;P41587;
1.0;0.0;P01225;P41587;
1.0;0.0;P01229;P41587;
1.0;0.0;P01258;P41587;
1.0;0.0;P01270;P41587;
1.0;0.0;P01275;P41587;
1.0;0.0;P01282;P41587;
1.0;0.0;P01286;P41587;
1.0;0.0;P04090;P41587;
1.0;0.0;P06850;P41587;
1.0;0.0;P06881;P41587;
1.0;0.0;P09681;P41587;
1.0;0.0;P09683;P41587;
1.0;0.0;P0C0P6;P41587;
1.0;0.0;P10092;P41587;
1.0;0.0;P10997;P41587;
1.0;0.0;P12272;P41587;
1.0;0.0;P18509;P41587;
1.0;0.0;P35318;P41587;
1.0;0.0;O00155;P41968;
1.0;0.0;O75388;P41968;
1.0;0.0;O95838;P41968;
1.0;0.0;P07550;P41968;
1.0;0.0;P08588;P41968;
1.0;0.0;P13945;P41968;
1.0;0.0;P16473;P41968;
1.0;0.0;P21918;P41968;
1.0;0.0;P22888;P41968;
1.0;0.0;P23945;P41968;
1.0;0.0;P25021;P41968;
1.0;0.0;P29274;P41968;
1.0;0.0;P29275;P41968;
1.0;0.0;P30518;P41968;
1.0;0.0;P30988;P41968;
1.0;0.0;P32241;P41968;
1.0;0.0;P32245;P41968;
1.0;0.0;P33032;P41968;
1.0;0.0;P34969;P41968;
1.0;0.0;P35408;P41968;
1.0;0.0;P41586;P41968;
1.0;0.0;P41587;P41968;
1.0;0.0;O95467;P41968;
1.0;0.0;P01185;P41968;
1.0;0.557;P01189;P41968;
1.0;0.0;P01215;P41968;
1.0;0.0;P01222;P41968;
1.0;0.0;P01225;P41968;
1.0;0.0;P01229;P41968;
1.0;0.0;P01258;P41968;
1.0;0.0;P01270;P41968;
1.0;0.0;P01275;P41968;
1.0;0.0;P01282;P41968;
1.0;0.0;P01286;P41968;
1.0;0.0;P04090;P41968;
1.0;0.0;P06850;P41968;
1.0;0.0;P06881;P41968;
1.0;0.0;P09681;P41968;
1.0;0.0;P09683;P41968;
1.0;0.0;P0C0P6;P41968;
1.0;0.0;P10092;P41968;
1.0;0.0;P10997;P41968;
1.0;0.0;P12272;P41968;
1.0;0.0;P18509;P41968;
1.0;0.0;P35318;P41968;
1.0;0.0;O00155;P43116;
1.0;0.0;O75388;P43116;
1.0;0.0;O95838;P43116;
0.196;0.168;P05067;P43116;
1.0;0.0;P07550;P43116;
1.0;0.0;P08588;P43116;
0.20199999999999999;0.17800000000000002;P11229;P43116;
1.0;0.0;P13945;P43116;
1.0;0.0;P16473;P43116;
1.0;0.0;P21918;P43116;
1.0;0.0;P22888;P43116;
1.0;0.0;P23945;P43116;
1.0;0.0;P25021;P43116;
1.0;0.0;P29274;P43116;
1.0;0.0;P29275;P43116;
1.0;0.0;P30518;P43116;
1.0;0.0;P30988;P43116;
0.19899999999999998;0.17300000000000001;P32121;P43116;
1.0;0.0;P32241;P43116;
1.0;0.0;P32245;P43116;
1.0;0.0;P33032;P43116;
1.0;0.0;P34969;P43116;
1.0;0.0;P35408;P43116;
1.0;0.0;P41586;P43116;
1.0;0.0;P41587;P43116;
1.0;0.0;P41968;P43116;
1.0;0.0;O95467;P43116;
1.0;0.0;P01185;P43116;
1.0;0.0;P01189;P43116;
1.0;0.0;P01215;P43116;
1.0;0.0;P01222;P43116;
1.0;0.0;P01225;P43116;
1.0;0.0;P01229;P43116;
1.0;0.0;P01258;P43116;
1.0;0.0;P01270;P43116;
1.0;0.0;P01275;P43116;
1.0;0.0;P01282;P43116;
1.0;0.0;P01286;P43116;
1.0;0.0;P04090;P43116;
1.0;0.0;P06850;P43116;
1.0;0.0;P06881;P43116;
1.0;0.0;P09681;P43116;
1.0;0.0;P09683;P43116;
1.0;0.0;P0C0P6;P43116;
1.0;0.0;P10092;P43116;
1.0;0.0;P10997;P43116;
1.0;0.0;P12272;P43116;
1.0;0.0;P18509;P43116;
1.0;0.0;P35318;P43116;
1.0;0.0;O00155;P43119;
1.0;0.0;O75388;P43119;
1.0;0.0;O95838;P43119;
1.0;0.0;P07550;P43119;
1.0;0.0;P08588;P43119;
1.0;0.0;P13945;P43119;
1.0;0.0;P16473;P43119;
0.67;0.6409999999999999;P21731;P43119;
1.0;0.0;P21918;P43119;
1.0;0.0;P22888;P43119;
1.0;0.0;P23945;P43119;
1.0;0.0;P25021;P43119;
1.0;0.0;P29274;P43119;
1.0;0.0;P29275;P43119;
1.0;0.0;P30518;P43119;
1.0;0.0;P30988;P43119;
1.0;0.0;P32241;P43119;
1.0;0.0;P32245;P43119;
1.0;0.0;P33032;P43119;
1.0;0.0;P34969;P43119;
1.0;0.0;P35408;P43119;
1.0;0.0;P41586;P43119;
1.0;0.0;P41587;P43119;
1.0;0.0;P41968;P43119;
1.0;0.0;P43116;P43119;
1.0;0.564;O95467;P43119;
1.0;0.0;P01185;P43119;
1.0;0.0;P01189;P43119;
1.0;0.0;P01215;P43119;
1.0;0.0;P01222;P43119;
1.0;0.0;P01225;P43119;
1.0;0.0;P01229;P43119;
1.0;0.0;P01258;P43119;
1.0;0.0;P01270;P43119;
1.0;0.0;P01275;P43119;
1.0;0.0;P01282;P43119;
1.0;0.0;P01286;P43119;
1.0;0.0;P04090;P43119;
1.0;0.0;P06850;P43119;
1.0;0.0;P06881;P43119;
1.0;0.0;P09681;P43119;
1.0;0.0;P09683;P43119;
1.0;0.0;P0C0P6;P43119;
1.0;0.0;P10092;P43119;
1.0;0.0;P10997;P43119;
1.0;0.0;P12272;P43119;
1.0;0.0;P18509;P43119;
1.0;0.0;P35318;P43119;
1.0;0.0;O00155;P47871;
1.0;0.0;O00254;P47871;
1.0;0.0;O00398;P47871;
1.0;0.0;O14842;P47871;
1.0;0.0;O14843;P47871;
1.0;0.0;O15552;P47871;
1.0;0.0;O43193;P47871;
1.0;0.0;O43613;P47871;
1.0;0.0;O43614;P47871;
1.0;0.0;O75388;P47871;
1.0;0.0;O95665;P47871;
1.0;0.0;O95838;P47871;
1.0;0.0;P05067;P47871;
1.0;0.0;P07550;P47871;
1.0;0.0;P08588;P47871;
1.0;0.0;P08912;P47871;
1.0;0.0;P11229;P47871;
1.0;0.0;P13945;P47871;
1.0;0.0;P16473;P47871;
1.0;0.0;P20309;P47871;
1.0;0.0;P21452;P47871;
1.0;0.0;P21731;P47871;
1.0;0.0;P21918;P47871;
1.0;0.0;P22888;P47871;
1.0;0.0;P23945;P47871;
1.0;0.0;P24530;P47871;
1.0;0.0;P25021;P47871;
1.0;0.0;P25090;P47871;
1.0;0.0;P25100;P47871;
1.0;0.0;P25101;P47871;
1.0;0.0;P25103;P47871;
1.0;0.0;P25105;P47871;
1.0;0.0;P25116;P47871;
1.0;0.0;P28336;P47871;
1.0;0.0;P29274;P47871;
1.0;0.0;P29275;P47871;
1.0;0.0;P29371;P47871;
1.0;0.0;P30518;P47871;
1.0;0.0;P30550;P47871;
1.0;0.0;P30556;P47871;
1.0;0.0;P30559;P47871;
1.0;0.0;P30968;P47871;
1.0;0.0;P30988;P47871;
1.0;0.0;P30989;P47871;
1.0;0.0;P32238;P47871;
1.0;0.0;P32239;P47871;
1.0;0.0;P32241;P47871;
1.0;0.0;P32245;P47871;
1.0;0.0;P33032;P47871;
1.0;0.0;P34969;P47871;
1.0;0.0;P34981;P47871;
1.0;0.0;P34995;P47871;
1.0;0.0;P35367;P47871;
1.0;0.0;P35408;P47871;
1.0;0.0;P37288;P47871;
1.0;0.0;P41180;P47871;
1.0;0.0;P41231;P47871;
1.0;0.0;P41586;P47871;
1.0;0.0;P41587;P47871;
1.0;0.0;P41594;P47871;
1.0;0.0;P41595;P47871;
1.0;0.0;P41968;P47871;
1.0;0.0;P43088;P47871;
1.0;0.0;P43116;P47871;
1.0;0.0;P43119;P47871;
1.0;0.0;P43657;P47871;
1.0;0.0;P46093;P47871;
1.0;0.0;P46094;P47871;
1.0;0.0;P46663;P47871;
1.0;0.0;O15130;P47871;
1.0;0.0;O43555;P47871;
1.0;0.0;O95399;P47871;
1.0;0.0;O95467;P47871;
1.0;0.0;P00734;P47871;
1.0;0.0;P01019;P47871;
1.0;0.0;P01042;P47871;
1.0;0.0;P01148;P47871;
1.0;0.0;P01178;P47871;
1.0;0.0;P01185;P47871;
1.0;0.0;P01189;P47871;
1.0;0.0;P01215;P47871;
1.0;0.0;P01222;P47871;
1.0;0.0;P01225;P47871;
1.0;0.0;P01229;P47871;
1.0;0.0;P01258;P47871;
1.0;0.0;P01270;P47871;
1.0;0.0;P01275;P47871;
1.0;0.0;P01282;P47871;
1.0;0.0;P01286;P47871;
1.0;0.0;P01350;P47871;
1.0;0.0;P04083;P47871;
1.0;0.0;P04090;P47871;
1.0;0.0;P05305;P47871;
1.0;0.0;P06307;P47871;
1.0;0.0;P06850;P47871;
1.0;0.0;P06881;P47871;
1.0;0.0;P07492;P47871;
1.0;0.0;P08949;P47871;
1.0;0.0;P09681;P47871;
1.0;0.0;P09683;P47871;
1.0;0.0;P0C0P6;P47871;
1.0;0.0;P0DJI8;P47871;
1.0;0.0;P10092;P47871;
1.0;0.0;P10997;P47871;
1.0;0.0;P12272;P47871;
1.0;0.0;P12872;P47871;
1.0;0.0;P14138;P47871;
1.0;0.0;P18509;P47871;
1.0;0.0;P20366;P47871;
1.0;0.0;P20382;P47871;
1.0;0.0;P20396;P47871;
1.0;0.0;P20800;P47871;
1.0;0.0;P30990;P47871;
1.0;0.0;P35318;P47871;
1.0;0.0;O00155;P47872;
1.0;0.0;O75388;P47872;
1.0;0.0;O95838;P47872;
1.0;0.0;P07550;P47872;
1.0;0.0;P08588;P47872;
1.0;0.0;P13945;P47872;
1.0;0.0;P16473;P47872;
1.0;0.0;P21918;P47872;
1.0;0.0;P22888;P47872;
1.0;0.0;P23945;P47872;
1.0;0.0;P25021;P47872;
1.0;0.0;P29274;P47872;
1.0;0.0;P29275;P47872;
1.0;0.0;P30518;P47872;
1.0;0.0;P30988;P47872;
1.0;0.0;P32241;P47872;
1.0;0.0;P32245;P47872;
1.0;0.0;P33032;P47872;
1.0;0.0;P34969;P47872;
1.0;0.0;P35408;P47872;
1.0;0.0;P41586;P47872;
1.0;0.0;P41587;P47872;
1.0;0.0;P41968;P47872;
1.0;0.0;P43116;P47872;
1.0;0.0;P43119;P47872;
1.0;0.0;P47871;P47872;
1.0;0.0;O95467;P47872;
1.0;0.0;P01185;P47872;
1.0;0.0;P01189;P47872;
1.0;0.0;P01215;P47872;
1.0;0.0;P01222;P47872;
1.0;0.0;P01225;P47872;
1.0;0.0;P01229;P47872;
1.0;0.0;P01258;P47872;
1.0;0.0;P01270;P47872;
1.0;0.0;P01275;P47872;
1.0;0.0;P01282;P47872;
1.0;0.0;P01286;P47872;
1.0;0.0;P04090;P47872;
1.0;0.0;P06850;P47872;
1.0;0.0;P06881;P47872;
1.0;0.0;P09681;P47872;
1.0;0.73;P09683;P47872;
1.0;0.0;P0C0P6;P47872;
1.0;0.0;P10092;P47872;
1.0;0.0;P10997;P47872;
1.0;0.0;P12272;P47872;
1.0;0.488;P18509;P47872;
1.0;0.0;P35318;P47872;
1.0;0.0;O00155;P49190;
1.0;0.0;O75388;P49190;
1.0;0.0;O95838;P49190;
1.0;0.0;P07550;P49190;
1.0;0.0;P08588;P49190;
1.0;0.0;P13945;P49190;
1.0;0.0;P16473;P49190;
1.0;0.0;P21918;P49190;
1.0;0.0;P22888;P49190;
1.0;0.0;P23945;P49190;
1.0;0.0;P25021;P49190;
1.0;0.0;P29274;P49190;
1.0;0.0;P29275;P49190;
1.0;0.0;P30518;P49190;
1.0;0.0;P30988;P49190;
1.0;0.0;P32241;P49190;
1.0;0.0;P32245;P49190;
1.0;0.0;P33032;P49190;
1.0;0.0;P34969;P49190;
1.0;0.0;P35408;P49190;
1.0;0.0;P41586;P49190;
1.0;0.0;P41587;P49190;
1.0;0.0;P41968;P49190;
1.0;0.0;P43116;P49190;
1.0;0.0;P43119;P49190;
1.0;0.0;P47871;P49190;
1.0;0.0;P47872;P49190;
1.0;0.0;O95467;P49190;
1.0;0.0;P01185;P49190;
1.0;0.0;P01189;P49190;
1.0;0.0;P01215;P49190;
1.0;0.0;P01222;P49190;
1.0;0.0;P01225;P49190;
1.0;0.0;P01229;P49190;
1.0;0.0;P01258;P49190;
1.0;0.5589999999999999;P01270;P49190;
1.0;0.0;P01275;P49190;
1.0;0.0;P01282;P49190;
1.0;0.0;P01286;P49190;
1.0;0.0;P04090;P49190;
1.0;0.0;P06850;P49190;
1.0;0.0;P06881;P49190;
1.0;0.0;P09681;P49190;
1.0;0.0;P09683;P49190;
1.0;0.0;P0C0P6;P49190;
1.0;0.0;P10092;P49190;
1.0;0.0;P10997;P49190;
1.0;0.0;P12272;P49190;
1.0;0.0;P18509;P49190;
1.0;0.0;P35318;P49190;
1.0;0.0;O00155;P50406;
1.0;0.0;O75388;P50406;
1.0;0.0;O95838;P50406;
0.361;0.402;P06241;P50406;
1.0;0.0;P07550;P50406;
1.0;0.0;P08588;P50406;
1.0;0.0;P13945;P50406;
1.0;0.0;P16473;P50406;
1.0;0.0;P21918;P50406;
1.0;0.0;P22888;P50406;
1.0;0.0;P23945;P50406;
1.0;0.0;P25021;P50406;
1.0;0.0;P29274;P50406;
1.0;0.0;P29275;P50406;
1.0;0.0;P30518;P50406;
1.0;0.0;P30988;P50406;
1.0;0.0;P32241;P50406;
1.0;0.0;P32245;P50406;
1.0;0.0;P33032;P50406;
1.0;0.0;P34969;P50406;
1.0;0.0;P35408;P50406;
1.0;0.0;P41586;P50406;
1.0;0.0;P41587;P50406;
1.0;0.0;P41968;P50406;
1.0;0.0;P43116;P50406;
1.0;0.0;P43119;P50406;
1.0;0.0;P47871;P50406;
1.0;0.0;P47872;P50406;
1.0;0.0;P49190;P50406;
1.0;0.0;O95467;P50406;
1.0;0.0;P01185;P50406;
1.0;0.0;P01189;P50406;
1.0;0.0;P01215;P50406;
1.0;0.0;P01222;P50406;
1.0;0.0;P01225;P50406;
1.0;0.0;P01229;P50406;
1.0;0.0;P01258;P50406;
1.0;0.0;P01270;P50406;
1.0;0.0;P01275;P50406;
1.0;0.0;P01282;P50406;
1.0;0.0;P01286;P50406;
1.0;0.0;P04090;P50406;
1.0;0.0;P06850;P50406;
1.0;0.0;P06881;P50406;
1.0;0.0;P09681;P50406;
1.0;0.0;P09683;P50406;
1.0;0.0;P0C0P6;P50406;
1.0;0.0;P10092;P50406;
1.0;0.0;P10997;P50406;
1.0;0.0;P12272;P50406;
1.0;0.0;P18509;P50406;
1.0;0.0;P35318;P50406;
1.0;0.0;O00155;Q01718;
0.384;0.42700000000000005;O60291;Q01718;
1.0;0.0;O75388;Q01718;
1.0;0.0;O95838;Q01718;
1.0;0.0;P07550;Q01718;
1.0;0.0;P08588;Q01718;
1.0;0.0;P13945;Q01718;
1.0;0.0;P16473;Q01718;
1.0;0.0;P21918;Q01718;
1.0;0.0;P22888;Q01718;
1.0;0.0;P23945;Q01718;
1.0;0.0;P25021;Q01718;
1.0;0.0;P29274;Q01718;
1.0;0.0;P29275;Q01718;
1.0;0.0;P30518;Q01718;
1.0;0.0;P30988;Q01718;
1.0;0.0;P32241;Q01718;
1.0;0.0;P32245;Q01718;
1.0;0.0;P33032;Q01718;
1.0;0.0;P34969;Q01718;
1.0;0.0;P35408;Q01718;
1.0;0.0;P41586;Q01718;
1.0;0.0;P41587;Q01718;
1.0;0.0;P41968;Q01718;
1.0;0.0;P43116;Q01718;
1.0;0.0;P43119;Q01718;
1.0;0.0;P47871;Q01718;
1.0;0.0;P47872;Q01718;
1.0;0.0;P49190;Q01718;
1.0;0.0;P50406;Q01718;
1.0;0.0;O95467;Q01718;
1.0;0.0;P01185;Q01718;
1.0;0.0;P01189;Q01718;
1.0;0.0;P01215;Q01718;
1.0;0.0;P01222;Q01718;
1.0;0.0;P01225;Q01718;
1.0;0.0;P01229;Q01718;
1.0;0.0;P01258;Q01718;
1.0;0.0;P01270;Q01718;
1.0;0.0;P01275;Q01718;
1.0;0.0;P01282;Q01718;
1.0;0.0;P01286;Q01718;
1.0;0.0;P04090;Q01718;
1.0;0.0;P06850;Q01718;
1.0;0.0;P06881;Q01718;
